省份,城市,区域,院校名称,建校时间,隶属于,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,中文文献数,985工程,211工程,双一流,强基
江苏,苏州市,昆山市,苏州托普信息职业技术学院,2002,江苏省教育厅,0,0,0,0,0,理工类,专科（高职）,民办,200901632@qq.com,江苏省苏州昆山市巴城湖滨北路288号,http://www.szetop.com,0512-57650530,32,,,,
江苏,苏州市,昆山市,硅湖职业技术学院,1998,江苏省教育厅,0,0,0,0,739,理工类,专科（高职）,民办,zjb@usl.edu.cn,江苏省昆山市花桥国际商务城绿地大道168号,http://www.usl.edu.cn,"0512-57788000,0512-57788888,0512-57788999",31,,,,
江苏,苏州市,昆山市,昆山登云科技职业学院,2005,江苏省教育厅,0,0,0,0,696,理工类,专科（高职）,民办,dyc2005@126.com,江苏省苏州市昆山市马鞍山西路1058号,http://www.dyc.edu.cn,"0512-57899791,0512-57899792",23,,,,
江苏,无锡市,滨湖区,无锡太湖学院,2002,江苏省教育厅,0,0,0,0,2000,综合类,普通本科,民办,zb@wxu.edu.cn,江苏省无锡市钱荣路68号,http://www.wxu.edu.cn/,"0510-85509888,0510-85522008,0510-85503999",159,,,,
江苏,苏州市,苏州工业园区,苏州工业园区职业技术学院,1997,江苏省,0,0,0,0,345,理工类,专科（高职）,公办,,苏州工业园区独墅湖科教创新区若水路1号,http://www.ivt.edu.cn/,"0512-62557072,0512-62557073",65,,,,
江苏,徐州市,铜山区,九州职业技术学院,1993,江苏省教育厅,0,0,0,0,225,理工类,专科（高职）,民办,13931635@qq.com,江苏省徐州市铜山区嵩山路1号,http://www.jzp.edu.cn/,"0516-87370070,0516-87370071,0516-87370072",58,,,,
江苏,常州市,武进区,常州机电职业技术学院,1963,江苏省,0,0,0,0,942,理工类,专科（高职）,公办,1032@czmec.cn,江苏省常州市武进区鸣新中路26号,http://www.czimt.edu.cn,0519-86331666,100,,,,
江苏,无锡市,江阴市,江阴职业技术学院,1979,江苏省,0,0,0,0,695,理工类,专科（高职）,公办,jy86022665@163.com,江苏省无锡江阴锡澄路168号,http://www.jypc.org/,"0510-86028266,0510-86022798",154,,,,
上海,上海市,奉贤区,上海旅游高等专科学校,1979,上海市,0,0,0,0,326,财经类,专科（高职）,公办,wsq@shnu.edu.cn,上海市奉贤区海思路500号,http://www.sitsh.edu.cn/cms/,021-57126299,28,,,,
浙江,杭州市,拱墅区,浙大城市学院,1999,浙江省教育厅,0,0,0,0,1000,理工类,普通本科,公办,zs@zucc.edu.cn,杭州市湖州街51号,http://www.zucc.edu.cn/,0571-88018551,76,,,,
浙江,金华市,兰溪市,浙江师范大学行知学院,1999,浙江省教育厅,0,0,0,0,800,综合类,普通本科,民办,xzzjb@zjnu.cn,浙江省金华市二环北路3366号,http://www.zjxz.edu.cn/,"13957979992,0579-82291190",71,,,,
浙江,温州市,温州经济技术开发区,温州理工学院,2000,浙江省,0,0,0,0,902,师范类,普通本科,公办,ojxy@wzu.edu.cn,浙江省温州市高教园区（温州市瓯海区茶山镇）,https://www.ojc.zj.cn/,0577-86689999,19,,,,
浙江,湖州市,吴兴区,湖州学院,1999,浙江省,0,0,0,0,501,师范类,普通本科,公办,qzxy@hutc.zj.cn,浙江省湖州市学士路1号,http://qzxy.zjhu.edu.cn/,"0572-2321128,0572-2599555",20,,,,
浙江,宁波市,鄞州区,浙大宁波理工学院,2001,浙江省教育厅,0,0,0,0,1200,理工类,普通本科,公办,zsb@nit.net.cn,浙江省宁波市钱湖南路1号,http://www.nit.zju.edu.cn,"0574-88229100,0574-88130193",93,,,,
浙江,杭州市,柯桥区,浙江工业大学之江学院,1999,浙江省教育厅,0,0,0,0,820,理工类,普通本科,民办,zs@zjc.zjut.edu.cn,浙江省杭州市之江路182号,http://www.zzjc.edu.cn/,"0571-81112709,0571-81112699",94,,,,
浙江,金华市,金东区,上海财经大学浙江学院,2008,浙江省教育厅,0,0,0,0,1005,财经类,普通本科,民办,zs_sczy@126.com,浙江省金华市环城南路99号,http://www.shufe-zj.edu.cn/,0579-82166011,70,,,,
浙江,温州市,瓯海区,温州医科大学仁济学院,1999,浙江省教育厅,0,0,0,0,515,医药类,普通本科,民办,rjxyzsb@wzmc.edu.cn,"滨海校区位于温州市洞头区北岙街道海韵大道669号,茶山校区位于温州市茶山高教园区内,学院路校区位于温州市鹿城区学院西路82号",http://rjxy.wmu.edu.cn/,0577-86682000,9,,,,
浙江,舟山市,定海区,浙江海洋大学东海科学技术学院,2000,浙江省教育厅,0,0,0,0,500,农林类,普通本科,民办,zhdzsb@zjou.edu.cn,浙江省舟山市定海区海院路18号,http://dk.zjou.edu.cn/,"0580-2550022,0580-2554806,0580-8180821",32,,,,
浙江,绍兴市,越城区,绍兴文理学院元培学院,2000,浙江省教育厅,0,0,0,0,1100,师范类,普通本科,民办,ypjwc@zscas.edu.cn,浙江省绍兴市群贤中路2799号,http://www.ypc.edu.cn/,"0575-88345700,0575-88325662",81,,,,
浙江,嘉兴市,南湖区,同济大学浙江学院,2008,浙江省教育厅,0,0,0,0,830,综合类,普通本科,民办,zjxyzsb@tongji.edu.cn,浙江省嘉兴市泰宁路168号,https://www.tjzj.edu.cn/cn/index/index.html,"0573-82878536,0573-82878529",99,,,,
浙江,宁波市,海曙区,宁波财经学院,2001,浙江省教育厅,0,0,0,0,1700,理工类,普通本科,民办,Dhyzsb@nbdhyu.edu.cn,宁波市鄞州区学院路899号,http://www.nbdhyu.edu.cn/,"0574-88052238,0574-88052239",108,,,,
浙江,金华市,义乌市,中国计量大学现代科技学院,1999,浙江省教育厅,0,0,0,0,500,理工类,普通本科,民办,zsb@cjlu.edu.cn,浙江省杭州市下沙高教园区,https://xdkj.cjlu.edu.cn/,0571-86836066,19,,,,
浙江,宁波市,慈溪市,宁波大学科学技术学院,1999,浙江省教育厅,0,0,0,0,1000,综合类,普通本科,民办,kjxyzsb@nbu.edu.cn,浙江省宁波市镇海区庄市街道毓秀路505号,http://www.ndky.edu.cn/,"0574-87600018,0574-87609650",166,,,,
浙江,杭州市,滨江区,浙江中医药大学滨江学院,2000,浙江省教育厅,0,0,0,0,900,医药类,普通本科,民办,zsb@zcmu.edu.cn,"富春校区（浙江省杭州市富阳区百川街260号）,滨文校区（浙江省杭州市滨江区滨文路548号）",https://bjxy.zcmu.edu.cn/,0571-86613520,14,,,,
浙江,绍兴市,诸暨市,浙江农林大学暨阳学院,2000,浙江省教育厅,0,0,0,0,543,农林类,普通本科,民办,tmzsmxj@zafu.edu.cn,浙江省绍兴市诸暨市浦阳路77号,http://www.zjyc.edu.cn/,0571-87760666,94,,,,
浙江,杭州市,钱塘区,杭州师范大学钱江学院,1999,浙江省教育厅,0,0,0,0,906,师范类,普通本科,民办,,浙江省杭州市江干区下沙高教园区学林街16号,http://www.huqc.edu.cn/,0571-28865806,52,,,,
浙江,杭州市,桐庐县,浙江工商大学杭州商学院,1999,浙江省教育厅,0,0,0,0,542,财经类,普通本科,民办,zhaoban@mail.zjgsu.edu.cn,"桐庐校区：浙江杭州桐庐环城南路66号,教工路校区：浙江杭州教工路149号",http://www.zjhzcc.edu.cn/,0571-69936688,145,,,,
浙江,杭州市,余杭区,浙江理工大学科技与艺术学院,2000,浙江省教育厅,0,0,0,0,550,理工类,普通本科,民办,,浙江省绍兴市上虞区滨海新城康阳大道58号,http://www.ky.zstu.edu.cn/,"0571-86843333,0575-82001777",35,,,,
浙江,温州市,温州经济技术开发区,温州商学院,1999,浙江省教育厅,0,0,0,0,0,综合类,普通本科,民办,zs@wzbc.edu.cn,温州市茶山高教园区,http://www.wzbc.edu.cn/,0577-86698888,44,,,,
安徽,合肥市,庐阳区,合肥经济学院,2003,安徽省,0,0,0,0,1200,财经类,普通本科,民办,jjjsxy@ahau.edu.cn,合肥市高教基地（安徽省合肥市新站区学府路1号）,http://www.ahauetc.cn/,"0551-64380133,0551-63858398",17,,,,
安徽,合肥市,蜀山区,安徽医科大学临床医学院,2003,安徽省教育厅,0,0,0,0,1379,医药类,普通本科,民办,lcyxyzs@163.com,安徽省合肥市新站区相山路789号,http://cc.ahmu.edu.cn/,"0551-62532800,0551-62532900",23,,,,
安徽,芜湖市,弋江区,安徽师范大学皖江学院,2005,安徽省教育厅,0,0,0,0,3300,师范类,普通本科,民办,wjxyzsb@163.com,安徽省芜湖市九华北路171号,http://wjcollege.ahnu.edu.cn/,"0553-5773139,0553-5771509",88,,,,
安徽,芜湖市,芜湖经济技术开发区,安徽信息工程学院,2003,安徽省教育厅,0,0,0,0,1400,理工类,普通本科,民办,office@aiit.edu.cn,"新芜校区地址：安徽省芜湖市新芜经济开发区永和路1号,文津校区地址：安徽省芜湖市文津西路8号",http://www.aiit.edu.cn,"0553-3913555,0553-3913567",45,,,,
安徽,合肥市,瑶海区,安徽大学江淮学院,2003,安徽省教育厅,0,0,0,0,80,综合类,普通本科,民办,ahdxjhxyzs@126.com,"合肥市史河路8号（史河路校区）,合肥市泗州路40号（泗州路校区）",http://www.ahujhc.cn,"0551-65127392,0551-65108764",15,,,,
安徽,马鞍山市,雨山区,马鞍山学院,2003,安徽省教育厅,0,0,0,0,1016,理工类,普通本科,民办,agdgszs@ahut.edu.cn,安徽省马鞍山市当涂县姑孰镇黄池路8号,http://icc.ahut.edu.cn/,"0555-2900983,0555-2900997",29,,,,
安徽,淮北市,相山区,淮北师范大学信息学院,2004,安徽省教育厅,0,0,0,0,0,师范类,普通本科,民办,xxxyzsb@tom.com,安徽省淮北市相山区东山路100号,http://www.chnu.edu.cn/Category_782/Index.aspx,"0561-3805367,0561-3806032",40,,,,
安徽,马鞍山市,雨山区,皖江工学院,2008,安徽省教育厅,0,0,0,0,1353,理工类,普通本科,民办,admin@ask.cn,"安徽省马鞍山市霍里山大道333号,安徽省马鞍山市郑蒲港新区文天路6号",https://www.wjut.edu.cn/,"0555-5228888,0555-5222222,0555-5222666",31,,,,
浙江,嘉兴市,南湖区,嘉兴南湖学院,2003,浙江省,0,0,0,0,536,财经类,普通本科,公办,,浙江省嘉兴市越秀南路56号,http://nhxy.zjxu.edu.cn/,0573-83640000,61,,,,
安徽,淮南市,寿县,安徽现代信息工程职业学院,2008,安徽省教育厅,0,0,0,0,528,理工类,专科（高职）,民办,ahmiec@163.com,安徽省淮南市寿县通淝路,http://www.ahmodern.cn,"0554-4108666,0554-4108111",0,,,,
浙江,台州市,临海市,浙江汽车职业技术学院,1997,浙江省教育厅,0,0,0,0,0,理工类,专科（高职）,民办,jlzsb@geelyedu.com,浙江省临海市城东曹家路,http://www.geely.edu.cn/,"0576-85120098,0576-85120908",4,,,,
安徽,合肥市,肥西县,合肥信息技术职业学院,2009,安徽省教育厅,0,0,0,0,852,理工类,专科（高职）,民办,zsb@HFITU.cn,合肥市大学城九龙路115号（安徽大学新校区西门南500米）,http://www.hfitu.cn/,"0551-63690888,0551-63619008",2,,,,
安徽,合肥市,巢湖市,合肥城市学院,2003,安徽省,0,0,0,0,360,理工类,普通本科,民办,,安徽省合肥市黄麓科教园书香路1号,https://www.ajduc.edu.cn/,"0551-88569188,0551-88561222",5,,,,
安徽,合肥市,肥西县,徽商职业学院,1965,安徽省,0,0,0,0,232,理工类,专科（高职）,公办,huishangzb@sohu.com,"安徽省合肥市槽郢路15号（槽郢校区）,合肥紫蓬山风景区（紫蓬校区）",http://www.huishangedu.cn/,0551-68580900,16,,,,
安徽,淮北市,濉溪县,安徽矿业职业技术学院,1978,安徽省教育厅,0,0,0,0,800,综合类,专科（高职）,民办,ahkyzjc@163.com,安徽省淮北市相山区鹰山中路22号,http://www.anhky.com,"0561-5259286,0561-5259218,0561-5259310",5,,,,
安徽,蚌埠市,龙子湖区,蚌埠工商学院,2003,安徽省教育厅,0,0,0,0,1000,财经类,普通本科,民办,acszsb@aufe.edu.cn,安徽省蚌埠市东海大道7100号,http://acsxy.aufe.edu.cn,"0552-2566580,0552-2566673",26,,,,
安徽,阜阳市,颍州区,阜阳师范大学信息工程学院,2003,安徽省教育厅,0,0,0,0,555,综合类,普通本科,民办,xgzb@fync.edu.cn,安徽省阜阳市清河东路741号,http://cie.fynu.edu.cn/,0558-2595990,61,,,,
安徽,阜阳市,颍上县,民办安徽旅游职业学院,2007,安徽省教育厅,0,0,0,0,300,语言类,专科（高职）,民办,wangjue@tangedu.cn,安徽省颍上县城南新区南纬三路南侧,,"0558-4410055,0558-4429595",0,,,,
浙江,嘉兴市,海宁市,浙江财经大学东方学院,1999,浙江省教育厅,0,0,0,0,938,财经类,普通本科,民办,cyzsb@zufe.edu.cn,浙江省海宁市连杭经济开发区高新区仰山路2号,http://www.zufedfc.edu.cn/,"0571-87571501,0571-87571500",74,,,,
安徽,合肥市,合肥经济技术开发区,民办合肥滨湖职业技术学院,2002,安徽省教育厅,0,0,0,0,428,理工类,专科（高职）,民办,353712009@qq.com,合肥经济技术开发区方兴大道559号,http://www.hfbhxy.com,"0551-63825319,0551-63825276",0,,,,
浙江,温州市,瓯海区,温州科技职业学院,1950,浙江省,0,0,0,0,1700,综合类,专科（高职）,公办,zs@wzvcst.edu.cn,温州市六虹桥路1000号,http://www.wzvcst.cn/,0577-88412441,53,,,,
浙江,杭州市,西湖区,杭州电子科技大学信息工程学院,1999,浙江省教育厅,0,0,0,0,500,理工类,普通本科,民办,infozsb@hdu.edu.cn,杭州市临安区青山湖街道杭电路1号,http://www.hziee.edu.cn,"0571-58619193,0571-58619116",24,,,,
浙江,杭州市,富阳区,杭州科技职业技术学院,1978,浙江省,0,0,0,0,958,综合类,专科（高职）,公办,zsb@mail.hzaspt.edu.cn,浙江杭州富阳高科路198号,http://www.hzpt.edu.cn/,"0571-88935117,0571-88935118",77,,,,
浙江,绍兴市,越城区,浙江越秀外国语学院,1981,浙江省教育厅,0,0,0,0,1300,语言类,普通本科,民办,zs@yxc.cn,浙江省绍兴市越城区会稽路428号,http://www.zyufl.edu.cn/,"0575-88343001,0575-88343002,0575-88343003",145,,,,
江苏,南京市,栖霞区,南京理工大学紫金学院,1999,江苏省教育厅,0,0,0,0,613,理工类,普通本科,民办,,南京仙林大学城文澜路89号,http://zj.njust.edu.cn,"025-85786088,025-85786089,025-85786122",167,,,,
江苏,南京市,溧水区,南京工业大学浦江学院,1998,江苏省教育厅,0,0,0,0,4000,理工类,普通本科,民办,zs@njpji.cn,"南京市江宁区汤峰路96号（江宁校区）,南京市溧水区励学路9号（溧水校区）",http://www.njpji.cn,"025-57931196,025-57931197",102,,,,
江苏,连云港市,玄武区,南京医科大学康达学院,1999,江苏省教育厅,0,0,0,0,500,综合类,普通本科,民办,kdzjb@njmu.edu.cn,江苏省连云港市海州区花果山大道春晖路88号,http://kdc.njmu.edu.cn/,0518-80689550,57,,,,
江苏,南京市,江宁区,南京旅游职业学院,1978,江苏省,0,0,0,0,421,其他,专科（高职）,公办,zs@njith.net,南京市江宁区月华西路1号,https://www.nith.edu.cn/,"025-58591228,025-58591229,025-58096853",86,,,,
江苏,南通市,崇川区,南通大学杏林学院,1999,江苏省教育厅,0,0,0,0,1200,综合类,普通本科,民办,xlxgb@ntu.edu.cn,"启东校区（江苏南通启东市南海路1号）,崇川校区（江苏南通崇川区通京大道999号）",http://xlxy.ntu.edu.cn,0513-85015987,104,,,,
江苏,扬州市,广陵区,扬州市职业大学（扬州市广播电视大学）,1984,江苏省,0,0,0,0,1100,理工类,专科（高职）,公办,zsb@mail.yzpc.edu.cn,江苏省扬州市文昌西路458号,http://www.yzpc.edu.cn/,"0514-87697000,0514-87697010,0514-87697009",0,,,,
江苏,南京市,江宁区,南京传媒学院,2004,江苏省教育厅,0,0,0,0,1058,艺术类,普通本科,民办,xcb@cucn.edu.cn,江苏省南京市江宁区科学园弘景大道3666号,http://www.cucn.edu.cn,"025-86179886,025-86179887",166,,,,
江苏,泰州市,海陵区,南京中医药大学翰林学院,2005,江苏省教育厅,0,0,0,0,294,医药类,普通本科,民办,zsbtcm@126.com,江苏省泰州市中国医药城学院路6号,http://www.hlxy.edu.cn,"0523-82120000,400-180-0990",75,,,,
江苏,苏州市,吴中区,苏州城市学院,1998,江苏省,0,0,0,0,650,综合类,普通本科,公办,sdwzzs@qq.com,江苏省苏州市吴中区吴中大道1188号,http://www.sdwz.cn/,0512-66551901,22,,,,
江苏,南京市,浦口区,南京大学金陵学院,1998,江苏省教育厅,0,0,0,0,1011,综合类,普通本科,民办,xgb@nju.edu.cn,江苏省南京市浦口区学府路8号,http://www.jlxy.nju.edu.cn,"025-58646630,400-601-3646",90,,,,
江苏,扬州市,邗江区,扬州大学广陵学院,1998,江苏省教育厅,0,48,22,0,800,综合类,普通本科,民办,glxy@yzu.edu.cn,江苏省扬州市邗江南路199号,http://glxy.yzu.edu.cn,"0514-87994013,0514-87993999,0514-87993666,0514-879",113,,,,
江苏,苏州市,虎丘区,苏州信息职业技术学院,2009,江苏省,0,0,0,0,540,理工类,专科（高职）,公办,zb@szitu.cn,江苏省苏州市吴江区鲈乡南路1237号,http://www.szitu.cn,"0512-63118838,0512-63118999",26,,,,
江苏,南京市,玄武区,南京师范大学中北学院,1999,江苏省教育厅,0,0,0,0,900,综合类,普通本科,民办,nszbzsb@163.com,江苏省镇江市丹阳市正德路8号,http://www.nnudy.edu.cn/,0511-88150818,104,,,,
江苏,扬州市,邗江区,南京邮电大学通达学院,1999,江苏省教育厅,0,0,0,0,893,综合类,普通本科,民办,td@njupt.edu.cn,江苏省扬州市润扬南路33号,http://www.nytdc.edu.cn,"025-89716199,025-89716166",63,,,,
江苏,苏州市,虎丘区,苏州高博软件技术职业学院,2007,江苏省教育厅,0,0,0,0,500,理工类,专科（高职）,民办,zhaosheng@gist.edu.cn,江苏省苏州市高新区科技城青山路5号,http://www.gist.edu.cn/,"0512-62833125,0512-68836191",48,,,,
江苏,徐州市,贾汪区,江苏师范大学科文学院,2000,江苏省教育厅,0,0,0,0,1300,综合类,普通本科,民办,kwxyzsb@jsnu.edu.cn,江苏省徐州市铜山新区上海路101号,http://kwxy.jsnu.edu.cn/,"0516-80270222,0516-83403587,0516-80270277",112,,,,
江苏,苏州市,张家港市,江苏科技大学苏州理工学院,2002,江苏省教育厅,0,0,0,0,856,综合类,普通本科,民办,just_zjg_xgb@126.com,江苏省张家港市长兴中路8号,,0512-56731097,48,,,,
江苏,盐城市,射阳县,明达职业技术学院,1999,江苏省教育厅,0,0,0,0,800,理工类,专科（高职）,民办,278518372@qq.com,江苏省盐城市射阳经济开发区668号,http://www.mdut.cn/,"0515-82314629,0515-82314620,0515-82315089,0515-0515823",3,,,,
江苏,南京市,江宁区,南京航空航天大学金城学院,1999,江苏省教育厅,0,0,0,0,811,理工类,普通本科,民办,jcdzb@nuaa.edu.cn,南京市江宁区禄口街道航金大道88号,http://jc.nuaa.edu.cn/,"025-87190011,025-87190800",110,,,,
江苏,苏州市,昆山市,苏州大学应用技术学院,1997,江苏省教育厅,0,0,0,0,165,综合类,普通本科,民办,sdyyzsb@163.com,江苏省苏州市昆山周庄大学路1号,http://tec.suda.edu.cn/,"0512-82190377,0512-82190399,18896830132,1889683013",109,,,,
江苏,苏州市,吴中区,苏州科技大学天平学院,1999,江苏省教育厅,0,16,0,0,300,综合类,普通本科,民办,tpxy@mail.usts.edu.cn,苏州市高新区长江路55号,http://tpxy.usts.edu.cn/,"0512-68088778,0512-68096117,0512-68091930",64,,,,
浙江,衢州市,柯城区,衢州学院,1985,浙江省,0,0,0,0,863,综合类,普通本科,公办,zs@qzu.zj.cn,衢州市柯城区九华北大道78号,http://www.qzc.edu.cn/,0570-8015711,41,,,,
江苏,宿迁市,宿豫区,宿迁泽达职业技术学院,2007,江苏省教育厅,0,0,0,0,476,其他,专科（高职）,民办,957799075@qq.com,江苏省宿迁市湖滨新区学成路（原合欢路）66号,http://www.zdct.cn,"0527-84258855,0527-84258866,0527-84258868",44,,,,
安徽,滁州市,南谯区,滁州城市职业学院,1908,安徽省,0,0,0,0,1127,财经类,专科（高职）,公办,czcszyxy@163.com,安徽省滁州市醉翁西路101号,http://www.czcvc.net/,"0550-3566045,0550-3566123",55,,,,
安徽,黄山市,屯溪区,黄山职业技术学院,2010,安徽省,0,0,0,0,691,综合类,专科（高职）,公办,,安徽省黄山市屯溪区学院路1号,http://www.hszy.edu.cn/,"0559-2596966,0559-2596955",18,,,,
江苏,苏州市,苏州工业园区,苏州工业园区服务外包职业学院,2008,江苏省,0,0,0,0,424,理工类,专科（高职）,公办,sunh@siso.edu.cn,江苏省苏州独墅湖科教创新区若水路99号,http://www.siso.edu.cn/,"0512-62933888,0512-62932251,0512-62932092",87,,,,
安徽,六安市,金安区,皖西卫生职业学院,1958,安徽省,0,0,0,0,883,医药类,专科（高职）,公办,wwx2010xsc@163.com,安徽省六安市皋城中路406号,https://www.wahvc.edu.cn,"0564-3380111,0564-3166113",22,,,,
安徽,合肥市,包河区,安徽汽车职业技术学院,1985,安徽省,0,0,0,0,328,理工类,专科（高职）,公办,ahqcxy@163.com,安徽省合肥市经济技术开发区紫云路99号,http://www.jacedu.cn/,"0551-62298688,0551-62298668",4,,,,
安徽,安庆市,桐城市,桐城师范高等专科学校,1904,安徽省,0,0,0,0,1000,师范类,专科（高职）,公办,bgs@tctc.edu.cn,安徽省桐城市龙眠西路94号,http://www.tctc.edu.cn,"0556-6123028,0556-6121372",23,,,,
浙江,杭州市,上城区,浙江外国语学院,1955,浙江省,0,0,0,0,556,语言类,普通本科,公办,zsjy@zjei.net,杭州市小和山高教园区留和路299号,http://www.zisu.edu.cn/,"0571-88213107,0571-88219311",87,,,,
安徽,合肥市,肥西县,安徽外国语学院,2002,安徽省教育厅,0,0,0,0,750,语言类,普通本科,民办,schoolmaster@aflc.com.cn,安徽省合肥市繁华大道（西）2号,http://www.aflu.edu.cn,"0551-68589666,0551-68589555",46,,,,
浙江,宁波市,江北区,宁波幼儿师范高等专科学校,1983,浙江省,0,0,0,0,518,师范类,专科（高职）,公办,njyzsb@126.com,"杭州湾校区：宁波市杭州湾新区金溪西路129号,宁波校区：宁波市江北区环城北路西段625号",http://www.nbei.net,"0574-87212325,0574-87200222,0574-87203028,0574-87200217,0574-87203011",17,,,,
安徽,芜湖市,弋江区,安徽扬子职业技术学院,2011,安徽省教育厅,0,0,0,0,800,理工类,专科（高职）,民办,yzxyzhaoshengban@126.com,安徽省芜湖市三山区浮山路68号,,"0553-3918928,0553-3918791",1,,,,
上海,上海市,徐汇区,上海民航职业技术学院,2012,交通运输部,0,0,0,0,680,综合类,专科（高职）,公办,scaczb@163.com,上海市徐汇区龙华西路1号,http://www.shcac.edu.cn/,021-34693230,40,,,,
安徽,合肥市,包河区,安徽经济管理干部学院,1983,安徽省教育厅,0,0,0,0,530,财经类,专科（高职）,公办,zhaosheng@ahsa.edu.cn,安徽省合肥市望江东路115号,http://www.ahsa.edu.cn/,0551-63415915,1,,,,
安徽,池州市,贵池区,安徽卫生健康职业学院,1926,安徽省,0,0,0,0,521,综合类,专科（高职）,公办,,安徽省池州市教育园区通港路9号,http://www.ahwsjkxy.edu.cn/,"0566-2125717,0566-2121570",13,,,,
安徽,安庆市,宜秀区,安徽黄梅戏艺术职业学院,1958,安徽省,0,0,0,0,201,艺术类,专科（高职）,公办,,安徽省安庆市宜秀区北部新城学院路8号（北部新城）,http://www.ahmxx.cn,"0556-5512811,0556-5512152",9,,,,
上海,上海市,浦东新区,上海纽约大学,2011,上海市教委,0,5,8,0,18,综合类,普通本科,中外合作办学,,上海市浦东新区世纪大道1555号,https://shanghai.nyu.edu/cn,021-20595599,9,,,,
安徽,合肥市,瑶海区,安徽粮食工程职业学院,1964,安徽省,0,0,0,0,340,理工类,专科（高职）,公办,ah5425666@163.com,安徽省合肥市高教基地学林路2号,http://www.ahly.edu.cn/,"0551-65425666,0551-65425688",36,,,,
浙江,绍兴市,柯桥区,浙江农业商贸职业学院,1979,浙江省,0,0,0,0,410,农林类,专科（高职）,公办,,浙江省绍兴市袍江经济技术开发区世纪东街770号,http://www.znszy.com/,0575-88068177,74,,,,
安徽,合肥市,蜀山区,中国政法大学司法考试学院,2000,中国政法大学,0,0,0,0,0,政法类,普通本科,公办,fdsk2013@126.com,北京市昌平区府学路27号,http://www.fdpx.com,"010-58908130,31,18611002036",0,,,,
安徽,合肥市,瑶海区,合肥科技职业学院,1987,安徽省教育厅,0,0,0,0,400,理工类,专科（高职）,民办,,安徽省合肥市紫蓬山森林大道,http://www.hfstu.cn,"0551-62756999,0551-62756988",15,,,,
江苏,徐州市,鼓楼区,徐州幼儿师范高等专科学校,1984,江苏省,0,0,0,0,428,师范类,专科（高职）,公办,xzyzzsb@163.com,中国徐州经济技术开发区桃园路6号,http://www.xzyz.edu.cn,0516-80806099,49,,,,
江苏,徐州市,泉山区,徐州生物工程职业技术学院,1956,江苏省,0,0,0,0,1000,理工类,专科（高职）,公办,xzswxb@163.com,江苏省徐州市泉山区三环西路297号,http://www.xzsw.net/,"0516-83628123,0516-83628122",136,,,,
江苏,南通市,崇川区,江苏商贸职业学院,1956,江苏省,0,0,0,0,502,综合类,专科（高职）,公办,ntsyzsjyc@126.com,江苏省南通市江通路48号,http://www.ntgx.edu.cn/,"0513-85679269,0513-85679277",187,,,,
江苏,泰州市,海陵区,泰州学院,1941,江苏省,0,0,0,0,1046,综合类,普通本科,公办,jjxu@tztvu.com.cn,江苏省泰州市济川东路93号,http://www.tzu.edu.cn/,"0523-86664242,0523-80769090",69,,,,
江苏,南京市,鼓楼区,江苏第二师范学院,1952,江苏省,0,0,0,0,781,师范类,普通本科,公办,jssnuzs@jssnu.edu.cn,"草场门校区地址：南京市鼓楼区北京西路77号,浦口校区地址：南京市浦口区沿江街道浦洲路3号",http://www.jssnu.edu.cn/,025-83758148,89,,,,
安徽,合肥市,瑶海区,合肥幼儿师范高等专科学校,1980,安徽省,0,0,0,0,427,师范类,专科（高职）,公办,,合肥市新站高新区学林路1100号,https://www.hfpec.edu.cn/,"0551-62520127,0551-62520128",24,,,,
江苏,苏州市,苏州工业园区,中国人民大学（苏州校区）,2012,中国人民大学,0,0,0,0,0,综合类,普通本科,中外合作办学,,江苏省苏州工业园区仁爱路158号,http://sc.ruc.edu.cn/,0512-62605218 62605262,2,,,是,
上海,上海市,浦东新区,上海科技大学,2013,上海市 中国科学院,0,4,1,0,900,理工类,普通本科,公办,admission@shanghaitech.edu.cn,上海市浦东新区华夏中路393号;岳阳路校区地址为上海市徐汇区岳阳路319号8号楼,http://www.shanghaitech.edu.cn/,400-920-9393,38,,,是,
江苏,南京市,溧水区,南京城市职业学院,2012,江苏省,0,0,0,0,165,综合类,专科（高职）,公办,wlzx@ncc.com.cn,江苏省南京市溧水区高山路1号,https://www.ncc.edu.cn/,"025-82212198,025-82212209,025-82212183",98,,,,
安徽,宣城市,宣州区,合肥工业大学宣城校区,2011,,0,0,0,0,3135,综合类,普通本科,公办,,安徽省宣城市宣州区薰化路301号,http://xc.hfut.edu.cn/,,5,,是,是,
上海,上海市,浦东新区,上海健康医学院,1950,上海市,0,0,0,0,1000,医药类,普通本科,公办,jiankangzjb@126.com,上海市浦东新区周祝公路279号,https://www.sumhs.edu.cn/,021-65881635,217,,,,
安徽,宿州市,埇桥区,皖北卫生职业学院,1949,安徽省,0,0,0,0,740,医药类,专科（高职）,公办,wbwsxy@126.com,宿州市东二铺大学园区皖北卫生职业学院,http://www.wbwsxy.com/,"0557-3095368,0557-3095125",20,,,,
浙江,杭州市,西湖区,浙江特殊教育职业学院,1993,浙江省,0,0,0,0,177,其他,专科（高职）,公办,yuanzhang@zjtjxy.net,杭州市西湖区留和路527号,http://www.zcse.edu.cn/,0571-86458581,24,,,,
